###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
60129.11895,-19.726,0.804,-47,38,o,0,1.18,219.42633,2.2845,2207.54,4751.02,2.51,2.27,74.5,-0.366,18.3,18.86,04a60129o0390o
60130.83581,20.857,1.122,16,18,o,0,1.18,219.42633,2.2845,2275.33,6603.2,2.37,2.06,-55.9,-0.393,19.04,19.82,03a60131o0329o
60130.83854,21.617,2.271,8,19,o,0,1.18,219.42633,2.2845,2292.12,6641.3,2.25,2,-53.6,-0.397,19.11,19.82,03a60131o0335o
60130.84355,20.443,0.807,24,20,o,0,1.49,219.42633,2.2845,2236.75,6562.57,2.34,2.06,-54.1,-0.393,19.02,19.79,03a60131o0346o
60130.85797,-19.736,0.505,-46,23,o,0,1.04,219.42633,2.2845,2217.22,6677.74,2.29,2.05,-53.8,-0.398,18.98,19.64,03a60131o0377o
60132.07411,-18.734,0.565,-116,66,o,0,1.87,219.42633,2.2845,10521.71,6705.13,2.93,2.36,-9.4,-0.4,17.91,19.17,04a60132o0291o
60132.08502,18.799,0.941,110,103,o,0,1.17,219.42633,2.2845,10485.67,6661.23,3.08,2.48,-14.4,-0.366,17.31,18.41,04a60132o0315o
60132.08592,19.308,1.065,69,73,o,0,1.21,219.42633,2.2845,397.78,6718.24,2.73,2.33,80.1,-0.354,17.42,18.5,04a60132o0317o
60132.08865,20.31,1.878,27,51,o,0,0.9,219.42633,2.2845,418.01,6755.76,2.66,2.25,79.4,-0.361,18.04,19.02,04a60132o0323o
60132.09775,-19.509,9.471,-57,541,o,0,0.99,219.42633,2.2845,10467.19,6773.27,2.69,2.25,-11.7,-0.51,15.31,16.02,04a60132o0343o
60132.0982,-15.703,0.299,-1900,568,o,0,0.82,219.42633,2.2845,361.43,6673.53,2.61,2.18,79.8,-0.379,15.38,16.07,04a60132o0344o
60132.10916,-17.847,0.745,-264,196,o,0,0.98,219.42633,2.2845,343.98,6785.54,2.67,2.24,75.3,-0.348,16.26,16.87,04a60132o0368o
60136.75736,21.314,1.04,11,11,c,0,1.47,219.42633,2.2845,4242.68,8485.15,2.64,2.32,-32.6,-0.368,19.7,21.75,03a60137o0154c
60136.76101,22.886,3.947,2,10,c,0,1.98,219.42633,2.2845,4261.8,8525.2,2.53,2.23,-36.3,-0.376,19.8,21.76,03a60137o0162c
60136.77184,22.034,2.128,6,12,c,0,1.59,219.42633,2.2845,4205.58,8447.35,2.64,2.29,-24.1,-0.368,19.74,21.77,03a60137o0185c
60136.77695,-21.341,1,-11,11,c,0,1.44,219.42633,2.2845,4181.78,8562.08,2.74,2.33,-19.3,-0.365,19.73,21.78,03a60137o0196c
60138.06029,-20.291,1.034,-28,29,o,0,1.31,219.42633,2.2845,8468.95,4866.56,2.46,2.09,-13.1,-0.421,18.69,19.93,04a60138o0016o
60138.08218,19.587,1.4,53,74,o,0,0.85,219.42633,2.2845,8495.12,4896.2,2.66,2.19,-20.5,-0.404,17.66,18.87,04a60138o0064o
60138.09086,-20.122,0.992,-32,32,o,0,1.05,219.42633,2.2845,8437.69,4816.33,2.65,2.15,-21.5,-0.408,18.54,19.85,04a60138o0083o
60138.09409,-21.875,2.909,-6,19,o,0,1.68,219.42633,2.2845,8421.1,4932.92,2.7,2.33,-17.9,-0.409,19,20.26,04a60138o0090o
60141.03022,22.732,6.474,3,19,o,0,0.85,219.42633,2.2845,8651.29,8755.55,2.61,2.29,-19.7,-0.401,19.4,21.1,04a60141o0187o
60141.0355,19.616,0.348,52,18,o,0,1.28,219.42633,2.2845,8674.09,8790.56,2.62,2.34,-20.8,-0.416,19.42,21.01,04a60141o0198o
60141.03867,20.336,0.607,27,16,o,0,1.59,219.42633,2.2845,8615.82,8711.05,2.67,2.32,-24.1,-0.402,19.36,20.92,04a60141o0205o
60141.05089,20.248,0.589,29,17,o,0,1.23,219.42633,2.2845,8601.98,8820.81,2.56,2.31,-28.3,-0.407,19.35,20.96,04a60141o0231o
60142.78006,21.256,1.12,11,13,c,0,1.28,219.42633,2.2845,2229.11,988.22,2.54,2.37,-22.2,-0.387,19.67,21.65,03a60143o0195c
60142.78478,-19.984,0.288,-37,11,c,0,2.49,219.42633,2.2845,2248.44,1028.02,2.53,2.36,-28.9,-0.385,19.65,21.63,03a60143o0205c
60142.78988,21.491,1.25,9,12,c,0,1.82,219.42633,2.2845,2192.15,948.19,2.53,2.4,-20.4,-0.384,19.63,21.65,03a60143o0216c
60142.80243,-20.184,0.388,-31,12,c,0,1.71,219.42633,2.2845,2170.49,1063.35,2.49,2.34,-21.4,-0.385,19.65,21.59,03a60143o0243c
60144.02793,20.352,1.732,26,46,o,0,1.72,219.42633,2.2845,6106.65,4496.63,2.02,1.82,-43.3,-0.45,17.91,19.19,04a60144o0172o
60144.03113,-17.96,0.482,-238,115,o,0,1.3,219.42633,2.2845,6127.28,4532.44,2.16,1.91,-26.5,-0.419,17.08,18.37,04a60144o0179o
60144.03759,-19.1,1.183,-83,98,o,0,1.27,219.42633,2.2845,6071.58,4451.95,2.13,1.85,-25.8,-0.426,17.1,18.31,04a60144o0193o
60144.05545,-19.932,0.489,-39,19,o,0,1.47,219.42633,2.2845,6059.08,4557.97,2.09,1.86,-22.4,-0.427,19.11,20.5,04a60144o0232o
60145.76638,21.498,1.415,9,13,c,0,1.78,219.42633,2.2845,6023.08,2640.96,3.27,2.76,-7.9,-0.377,19.43,21.62,03a60146o0154c
60145.7892,-19.976,0.395,-37,15,c,0,1.4,219.42633,2.2845,5965.47,2716.76,2.99,2.75,-23.8,-0.395,19.48,21.67,03a60146o0195c
60149.99708,-20.042,0.817,-35,28,o,0,1.57,219.42633,2.2845,9956.09,597.54,3.7,2.53,-29.2,-0.329,18.77,19.81,04a60150o0108o
60149.99979,19.69,0.597,48,29,o,0,1.26,219.42633,2.2845,9977.26,634.22,3.65,2.39,-29.1,-0.327,18.77,19.79,04a60150o0114o
60150.00676,-22.584,9.071,-3,30,o,0,1.7,219.42633,2.2845,9922.76,551.69,3.74,2.54,-29.9,-0.33,18.76,19.74,04a60150o0129o
60150.01638,21.879,5.962,6,38,o,0,0.86,219.42633,2.2845,9905.55,662.47,3.35,2.33,-29.1,-0.331,18.74,19.59,04a60150o0150o
60153.03466,19.689,0.862,48,42,o,0,1.27,219.42633,2.2845,10428.56,4757.8,2.84,2.17,-7.9,-0.41,18.61,19.16,04a60153o0168o
60153.04239,19.546,0.737,55,41,o,0,1.23,219.42633,2.2845,10449.13,4793.1,3.02,2.21,-8.7,-0.425,18.52,19.13,04a60153o0185o
60153.04923,20.495,1.809,23,42,o,0,1.38,219.42633,2.2845,10390.64,4714.42,3.39,2.87,-18.6,-0.345,18.37,19.11,04a60153o0200o
60153.04968,-19.134,0.399,-81,32,o,0,0.85,219.42633,2.2845,309.36,4769.96,2.93,2.6,61.7,-0.354,18.3,18.99,04a60153o0201o
60153.0524,20.53,1.436,22,32,o,0,0.97,219.42633,2.2845,327.67,4807.36,2.73,2.3,58,-0.336,18.43,19.09,04a60153o0207o
60153.06191,-20.305,1.17,-27,32,o,0,0.95,219.42633,2.2845,269.08,4726.91,2.91,2.49,55.9,-0.337,18.29,19,04a60153o0228o
60153.06327,19.284,0.582,70,41,o,0,1.27,219.42633,2.2845,10368.69,4828.84,3.3,2.84,-14.8,-0.437,18.37,19.02,04a60153o0231o
60153.07338,-21.379,2.739,-10,28,o,0,1.18,219.42633,2.2845,250.49,4841.17,2.57,2.1,52.5,-0.352,18.43,18.92,04a60153o0253o
60156.02823,19.742,0.615,46,28,o,0,0.94,219.42633,2.2845,4188.89,4581.1,2.02,1.98,-76.9,-0.417,18.64,19.31,04a60156o0172o
60156.03185,19.44,0.408,61,25,o,0,1.08,219.42633,2.2845,4209.08,4617.94,2.05,1.97,-65.2,-0.428,18.67,19.3,04a60156o0180o
60156.03712,0,20.2,0,30,o,0,0.86,219.42633,2.2845,4152.82,4538.94,2.09,1.95,-66.7,-0.424,18.64,19.26,04a60156o0191o
60156.05462,22.831,7.652,3,20,o,0,2.38,219.42633,2.2845,4134.91,4649.62,2.04,1.97,-55.9,-0.443,18.63,19.17,04a60156o0229o
60157.80345,-19.565,0.661,-54,36,o,0,0.79,219.42633,2.2845,2308.32,8538.65,2.52,2.24,-39.6,-0.394,18.43,18.79,03a60158o0238o
60157.80626,20.596,1.504,21,32,o,0,1.3,219.42633,2.2845,2326.14,8576.29,2.58,2.28,-42.2,-0.378,18.41,18.77,03a60158o0244o
60157.81178,20.483,1.544,23,36,o,0,0.86,219.42633,2.2845,2270.54,8497.04,2.64,2.29,-38,-0.377,18.38,18.75,03a60158o0256o
60157.82463,20.424,1.736,25,43,o,0,1.08,219.42633,2.2845,2251,8611.51,2.73,2.36,-31.6,-0.372,18.22,18.61,03a60158o0284o
60160.76328,21.009,1.222,14,18,o,0,0.73,219.42633,2.2845,6176.68,8432.13,2.52,2.18,-38.6,-0.402,19.35,20.8,03a60161o0149o
60160.7669,-25.105,46,0,15,o,0,1.59,219.42633,2.2845,6194.91,8469.7,2.6,2.19,-40.2,-0.398,19.32,20.81,03a60161o0157o
60160.77434,19.651,0.335,50,17,o,0,1.26,219.42633,2.2845,6139.79,8390.18,2.41,2.07,-42.8,-0.406,19.4,20.79,03a60161o0173o
60160.78527,-21.433,1.839,-10,18,o,0,1.35,219.42633,2.2845,6119.36,8503.88,2.49,2.12,-43.4,-0.409,19.35,20.8,03a60161o0197o
60162.02439,-18.495,1.529,-145,222,c,0,0.32,219.42633,2.2845,2159.24,2736.77,2.52,2.08,49.6,-0.387,19.39,21.3,04a60162o0156c
60162.02755,20.4,0.614,25,15,c,0,1.92,219.42633,2.2845,2178.98,2774.8,2.58,2.16,47.2,-0.383,19.41,21.25,04a60162o0163c
60162.03881,-22.195,3.704,-5,18,c,0,1.64,219.42633,2.2845,2122.69,2694.67,2.75,2.28,47.1,-0.377,19.33,21.17,04a60162o0187c
60162.04428,-20.988,1.08,-15,16,c,0,1.24,219.42633,2.2845,2103.65,2809.63,2.64,2.19,46.1,-0.378,19.32,21.14,04a60162o0199c
